"icao","call_sign","time","lat","lon","baro_alt","geo_alt","velocity","heading","vertical_rate","diff_time","Time"
"4aaa15","SEJPU",1623062140,59.2982940673828,18.0098876953125,411.48,502.92,64.8648402295429,201.885792016673,0.32512,10,0.510135135135135
"4aaa15","SEJPU",1623062150,59.2929335771981,18.0057394093481,411.48,502.92,65.4497322774914,200.714174844349,0.65024,10,0.513513513513513
"4aaa15","SEJPU",1623062160,59.2876266220869,18.0018563106142,411.48,502.92,66.1135600524595,200.973493421321,-1.30048,10,0.516891891891892
"4aaa15","SEJPU",1623062170,59.2818075923596,17.9974049535291,411.48,502.92,65.931171941342,200.556045219583,0.97536,10,0.52027027027027
"4aaa15","SEJPU",1623062180,59.2764540850106,17.99342714507,419.1,510.54,66.1135600524595,200.973493421321,-2.27584,10,0.523648648648649
"4aaa15","SEJPU",1623062190,59.2709609209481,17.9893546268858,411.48,502.92,66.5941747184538,200.815065966367,0,10,0.527027027027027
"4aaa15","SEJPU",1623062200,59.2652893066406,17.9851684570312,411.48,502.92,67.4451583850877,201.47679097954,-0.97536,10,0.530405405405405
"4aaa15","SEJPU",1623062210,59.2595556226827,17.9808307516164,411.48,502.92,68.7009096592718,200.606260613837,-0.32512,10,0.533783783783784
"4aaa15","SEJPU",1623062220,59.2537994384766,17.9766540527344,403.86,495.3,67.8617742149108,199.945997861601,-0.65024,10,0.537162162162162
"4aaa15","SEJPU",1623062230,59.2480316162109,17.9727172851562,411.48,510.54,67.0318755329956,199.269294398469,1.30048,10,0.540540540540541
"4aaa15","SEJPU",1623062240,59.2424011230469,17.9687805175781,411.48,510.54,66.4131065165648,200.400209394843,-0.97536,10,0.543918918918919
"4aaa15","SEJPU",1623062250,59.2369079589844,17.9644775390625,396.24,495.3,65.3971443324383,204.145541960422,0,10,0.547297297297297
"4aaa15","SEJPU",1623062260,59.2332536083157,17.9574374494882,403.86,502.92,56.9385169012682,251.565051177078,-1.6256,10,0.550675675675676
"4aaa15","SEJPU",1623062270,59.2348022460938,17.9488220214844,388.62,472.44,51.5805475029512,321.072456407208,-2.60096,10,0.554054054054054
"4aaa15","SEJPU",1623062280,59.2388398768538,17.9473035088901,373.38,472.44,50.9325541357497,0.578725565607762,1.95072,10,0.557432432432432
"4aaa15","SEJPU",1623062290,59.2434539794922,17.9479064941406,381,480.06,47.624290353721,10.5816355209438,-0.97536,10,0.560810810810811
"4aaa15","SEJPU",1623062300,59.2472534179688,17.9498291015625,373.38,472.44,41.6921871357842,15.751173663453,-0.32512,10,0.564189189189189
"4aaa15","SEJPU",1623062310,59.2506641452595,17.9517548659752,365.76,464.82,34.838153757306,16.2940474565989,-0.65024,10,0.567567567567568
"4aaa15","SEJPU",1623062320,59.2532043457031,17.9536743164062,373.38,472.44,28.6845781559329,32.5500034921934,0.65024,10,0.570945945945946
"4aaa15","SEJPU",1623062330,59.255126953125,17.9566040039062,373.38,472.44,25.2287449761592,39.2072035049678,-1.30048,10,0.574324324324324
"4aaa15","SEJPU",1623062340,59.256669383938,17.9587633856412,365.76,457.2,20.9474117519919,24.6768631703371,-0.32512,10,0.577702702702703
"4aaa15","SEJPU",1623062350,59.2583312988281,17.9600830078125,365.76,457.2,17.2932782006096,30.3791260113683,0.65024,10,0.581081081081081
"4aaa15","SEJPU",1623062360,59.2592926025391,17.9620971679688,373.38,464.82,15.9809194703008,56.8214883406073,0.32512,10,0.584459459459459
"4aaa15","SEJPU",1623062370,59.2597961425781,17.9645690917969,373.38,464.82,15.43332,90,0.32512,10,0.587837837837838
"4aaa15","SEJPU",1623062380,59.2587642346398,17.9665295831088,373.38,464.82,17.7166028954565,154.179008025811,-0.32512,10,0.591216216216216
"4aaa15","SEJPU",1623062390,59.25732421875,17.9671325683594,365.76,457.2,15.9809194703008,183.691385986451,-1.30048,10,0.594594594594595
"4aaa15","SEJPU",1623062400,59.256157309322,17.9659613247575,350.52,441.96,13.8422723385456,228.012787504183,-1.30048,10,0.597972972972973
"4aaa15","SEJPU",1623062410,59.2557848914195,17.9635935816272,335.28,426.72,15.4418916863037,268.090847567004,-0.97536,10,0.601351351351351
"4aaa15","SEJPU",1623062420,59.2562038615598,17.9612258384968,335.28,426.72,15.43332,306.869897645844,0.65024,10,0.60472972972973
"4aaa15","SEJPU",1623062430,59.2571411132812,17.9590759277344,342.9,434.34,14.1915697078405,316.468800714386,0.65024,10,0.608108108108108
"4aaa15","SEJPU",1623062440,59.2581939697266,17.9578857421875,335.28,426.72,16.1128591250099,343.300755766006,0.32512,10,0.611486486486487
"4aaa15","SEJPU",1623062450,59.2598349361096,17.9576268689386,342.9,434.34,20.0896804213606,13.3245312618908,0.65024,10,0.614864864864865
"4aaa15","SEJPU",1623062460,59.2613711599576,17.9598051926185,342.9,434.34,23.14998,53.130102354156,1.30048,10,0.618243243243243
"4aaa15","SEJPU",1623062470,59.2621765136719,17.9639282226562,342.9,441.96,24.7200914374325,77.9885216136346,0.32512,10,0.621621621621622
"4aaa15","SEJPU",1623062480,59.2621159957627,17.9679502289871,350.52,441.96,24.2444527533837,107.281498371817,1.30048,10,0.625
"4aaa15","SEJPU",1623062490,59.260765980866,17.9713597790948,358.14,449.58,23.8704233420735,142.88313931673,-0.32512,10,0.628378378378378
"4aaa15","SEJPU",1623062500,59.2588573391155,17.9720227471713,350.52,441.96,22.4122888188629,189.246112745563,0,10,0.631756756756757
